sample_index,rules,n_satisfied_reqs,pred_req_0,real_req_0,pred_req_1,real_req_1,pred_req_2,real_req_2,pred_req_3,real_req_3
136,b'image resolution' > 80.15; b'illuminance' > 56.79; 26.12 < b'obstacle size' <= 75.32; b'power' > 53.00; b'obstacle distance' <= 72.25; b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; 51.10 < b'obstacle distance' <= 72.25; b'power' > 53.00; b'image resolution' > 80.15; b'illuminance' <= 79.46,2,1,0,1,1,0,0,0,0
137,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'obstacle size' > 50.21; b'illuminance' > 36.76; b'obstacle distance' > 30.09; 45.55 < b'smoke intensity' <= 67.44; b'power' > 53.00,2,1,1,1,1,0,0,0,0
138,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'image resolution' > 80.15; b'obstacle size' > 26.12; 36.76 < b'illuminance' <= 56.79; 38.48 < b'controls responsiveness' <= 60.79; b'image resolution' > 58.97; b'smoke intensity' <= 45.55; b'obstacle distance' <= 72.25; 31.00 < b'power' <= 53.00; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'image resolution' > 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
139,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'illuminance' > 56.79; b'power' > 53.00; b'cruise speed' > 18.23; 38.48 < b'controls responsiveness' <= 81.26; 30.09 < b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; 51.10 < b'obstacle distance' <= 72.25; b'power' > 53.00; b'obstacle size' > 26.12,2,1,0,1,1,0,0,0,0
142,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'controls responsiveness' > 60.79; b'cruise speed' <= 57.30; b'illuminance' > 79.46; b'smoke intensity' > 45.55; b'obstacle size' > 26.12; b'image resolution' <= 80.15; b'power' <= 76.75; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; 36.77 < b'cruise speed' <= 57.30; b'illuminance' > 79.46; 45.55 < b'smoke intensity' <= 67.44; b'power' > 53.00; b'image resolution' <= 80.15; b'obstacle distance' <= 72.25,3,1,1,1,1,0,0,1,1
148,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'controls responsiveness' > 81.26; b'cruise speed' <= 57.30; 36.76 < b'illuminance' <= 56.79; b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; 31.00 < b'power' <= 53.00; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; 36.76 < b'illuminance' <= 79.46; b'controls responsiveness' > 38.48; b'power' <= 76.75; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
149,b'illuminance' > 79.46; 36.34 < b'image resolution' <= 80.15; b'obstacle size' > 26.12; b'cruise speed' <= 18.23; b'obstacle distance' <= 30.09; 60.79 < b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'obstacle distance' <= 72.25,2,1,0,1,1,0,0,0,0
154,60.79 < b'controls responsiveness' <= 81.26; b'illuminance' > 79.46; 30.09 < b'obstacle distance' <= 51.10; b'obstacle size' <= 50.21; 31.00 < b'power' <= 76.75; b'smoke intensity' > 22.73; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'illuminance' > 36.76,3,0,0,1,1,1,1,1,1
155,b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; 26.12 < b'obstacle size' <= 50.21; b'smoke intensity' <= 67.44; b'power' <= 76.75; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'illuminance' > 56.79,2,0,0,1,1,0,0,1,1
156,b'smoke intensity' <= 22.73; b'illuminance' > 56.79; b'image resolution' > 36.34; b'obstacle size' > 50.21; b'obstacle distance' <= 72.25; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26,2,1,1,1,1,0,0,0,0
157,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'obstacle distance' <= 51.10; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'cruise speed' <= 36.77; b'image resolution' > 36.34; b'illuminance' > 36.76; b'power' <= 76.75,2,1,1,0,0,0,0,1,1
159,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'cruise speed' <= 36.77; b'power' > 53.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 79.46; b'image resolution' > 58.97; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'illuminance' > 56.79,4,1,1,1,1,1,1,1,1
164,b'illuminance' > 56.79; b'smoke intensity' <= 45.55; b'image resolution' > 58.97; b'obstacle size' > 75.32; b'cruise speed' <= 57.30; b'firm obstacle' = 0.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 57.30; b'obstacle distance' > 30.09,2,1,0,1,1,0,0,0,0
165,b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'controls responsiveness' > 60.79; b'illuminance' > 56.79; 30.09 < b'obstacle distance' <= 72.25; b'smoke intensity' <= 22.73; 53.00 < b'power' <= 76.75; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'power' > 53.00; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'power' > 31.00,4,1,1,1,1,1,1,1,1
166,b'firm obstacle' = 1.0; b'obstacle size' > 75.32; b'smoke intensity' <= 67.44; b'image resolution' > 80.15; 60.79 < b'controls responsiveness' <= 81.26; b'image resolution' > 80.15; b'power' > 31.00; 45.55 < b'smoke intensity' <= 67.44; b'obstacle size' > 75.32; b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; 38.48 < b'controls responsiveness' <= 81.26; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'power' > 31.00,3,1,1,1,1,1,1,0,0
168,b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'power' > 76.75; b'illuminance' <= 36.76; b'smoke intensity' <= 67.44; 30.09 < b'obstacle distance' <= 51.10; 36.34 < b'image resolution' <= 80.15; b'image resolution' > 36.34; b'obstacle size' <= 26.12; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'power' > 76.75; b'smoke intensity' <= 67.44,2,0,0,1,1,0,0,1,1
169,b'firm obstacle' = 1.0; b'cruise speed' <= 18.23; 22.73 < b'smoke intensity' <= 67.44; 51.10 < b'obstacle distance' <= 72.25; b'illuminance' <= 79.46; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'controls responsiveness' > 81.26; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'image resolution' > 36.34,2,1,1,0,0,1,0,0,0
170,b'image resolution' > 80.15; b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'illuminance' > 36.76; b'cruise speed' <= 57.30; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 81.26,2,1,1,1,1,0,0,0,0
171,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'smoke intensity' <= 45.55; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; b'image resolution' > 58.97; b'power' <= 53.00; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'illuminance' > 56.79; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
176,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' > 26.12; b'power' > 53.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 81.26; b'illuminance' > 56.79; b'image resolution' > 58.97; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'controls responsiveness' > 81.26; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; b'obstacle size' <= 50.21; b'illuminance' > 56.79; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
177,b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; b'controls responsiveness' > 60.79; b'obstacle distance' > 30.09; b'illuminance' > 79.46; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'obstacle size' <= 50.21; b'image resolution' > 58.97; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'obstacle distance' > 72.25; b'power' <= 76.75,2,0,0,1,1,0,0,1,1
178,b'smoke intensity' <= 22.73; b'image resolution' > 80.15; b'illuminance' > 56.79; b'obstacle size' > 50.21; b'power' > 53.00; b'firm obstacle' = 0.0; b'controls responsiveness' > 38.48; b'obstacle size' > 50.21; 56.79 < b'illuminance' <= 79.46,2,1,1,1,1,0,0,0,0
183,b'firm obstacle' = 0.0; b'cruise speed' <= 57.30; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'smoke intensity' > 67.44; b'controls responsiveness' > 38.48; b'obstacle size' <= 50.21; b'image resolution' > 58.97; b'obstacle distance' > 51.10,2,0,0,1,1,0,0,1,1
184,b'firm obstacle' = 0.0; 18.23 < b'cruise speed' <= 36.77; b'smoke intensity' > 45.55; b'obstacle distance' > 30.09; b'image resolution' > 58.97; 36.76 < b'illuminance' <= 56.79; 26.12 < b'obstacle size' <= 75.32; b'power' > 76.75; b'obstacle size' <= 50.21; b'obstacle distance' > 72.25; 36.76 < b'illuminance' <= 79.46; b'image resolution' > 80.15; 18.23 < b'cruise speed' <= 36.77; b'power' > 53.00,2,0,0,1,1,0,0,1,1
186,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle size' > 26.12; b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'image resolution' > 58.97; b'smoke intensity' <= 22.73; 30.09 < b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'obstacle distance' > 51.10; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'image resolution' > 58.97,4,1,1,1,1,1,1,1,1
189,b'firm obstacle' = 1.0; b'cruise speed' <= 57.30; b'power' > 76.75; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'power' > 76.75; 58.97 < b'image resolution' <= 80.15; 45.55 < b'smoke intensity' <= 67.44; b'obstacle distance' > 30.09,2,1,1,1,1,0,0,0,0
190,b'firm obstacle' = 1.0; 18.23 < b'cruise speed' <= 57.30; b'illuminance' > 36.76; b'power' > 31.00; b'obstacle distance' <= 72.25; b'image resolution' > 36.34; b'cruise speed' <= 57.30; b'controls responsiveness' > 81.26; b'illuminance' > 36.76; b'obstacle distance' <= 72.25; 31.00 < b'power' <= 53.00; b'image resolution' > 58.97; b'obstacle size' <= 50.21; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'image resolution' > 36.34; b'illuminance' > 36.76; b'smoke intensity' > 67.44; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'illuminance' > 36.76; b'controls responsiveness' > 81.26,4,1,0,1,1,1,1,1,1
192,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'obstacle distance' <= 51.10; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 36.76; b'smoke intensity' <= 22.73; b'obstacle distance' <= 72.25; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'image resolution' > 36.34; b'firm obstacle' = 1.0; b'obstacle size' <= 26.12; b'controls responsiveness' > 60.79; b'illuminance' > 36.76,4,1,1,1,1,1,1,1,1
193,b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'image resolution' > 36.34; 36.76 < b'illuminance' <= 79.46; b'obstacle distance' <= 72.25; b'smoke intensity' <= 67.44; b'power' <= 76.75; b'controls responsiveness' > 38.48; b'obstacle size' <= 26.12; b'image resolution' > 36.34; b'illuminance' > 36.76; b'smoke intensity' <= 67.44,2,0,0,1,1,0,0,1,1
194,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 36.34; b'controls responsiveness' <= 38.48; b'illuminance' > 36.76; b'firm obstacle' = 0.0; b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; 31.00 < b'power' <= 53.00; b'illuminance' > 36.76; 36.34 < b'image resolution' <= 80.15; b'obstacle size' > 75.32,2,1,1,1,1,0,0,0,0
195,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'power' > 31.00; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'illuminance' > 36.76; 36.34 < b'image resolution' <= 80.15; b'smoke intensity' <= 45.55; b'power' > 76.75,2,1,1,0,0,1,1,0,0
196,b'smoke intensity' <= 45.55; b'obstacle size' > 50.21; b'image resolution' > 36.34; b'obstacle distance' <= 30.09; b'illuminance' > 36.76; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'smoke intensity' <= 22.73; 60.79 < b'controls responsiveness' <= 81.26; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'illuminance' > 36.76; b'smoke intensity' <= 45.55; b'cruise speed' <= 36.77; b'power' > 53.00,3,1,1,1,1,0,0,1,1
199,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'cruise speed' <= 57.30; b'power' > 31.00; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'cruise speed' <= 36.77; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
203,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'illuminance' > 56.79; b'controls responsiveness' > 38.48; b'cruise speed' <= 57.30; b'illuminance' > 79.46; 30.09 < b'obstacle distance' <= 72.25; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 57.30; b'image resolution' > 36.34; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 60.79; b'illuminance' > 79.46; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
209,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 51.10; b'illuminance' > 36.76,2,1,1,0,0,0,1,1,1
210,b'firm obstacle' = 1.0; b'smoke intensity' <= 67.44; b'obstacle distance' <= 72.25; b'cruise speed' <= 57.30; b'image resolution' > 58.97; b'controls responsiveness' <= 81.26; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 26.12; b'cruise speed' <= 57.30; b'image resolution' > 36.34,2,1,1,0,0,0,0,1,1
211,b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'power' > 53.00; b'obstacle size' <= 26.12; b'image resolution' > 58.97; b'obstacle distance' > 51.10; b'controls responsiveness' > 60.79; b'illuminance' > 36.76; b'cruise speed' <= 18.23; 53.00 < b'power' <= 76.75; b'smoke intensity' <= 67.44,2,0,0,1,1,0,1,1,1
212,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'image resolution' > 80.15; b'controls responsiveness' > 38.48; b'firm obstacle' = 1.0; 26.12 < b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'power' > 53.00,3,1,1,0,0,1,0,1,1
213,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'cruise speed' <= 36.77; b'obstacle distance' <= 51.10; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; b'controls responsiveness' > 81.26; b'obstacle distance' > 30.09,2,1,1,0,0,1,1,0,0
214,b'smoke intensity' <= 45.55; b'obstacle size' > 75.32; b'image resolution' > 58.97; b'illuminance' > 36.76; b'obstacle distance' <= 30.09; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'illuminance' > 36.76; b'obstacle size' > 75.32,2,1,1,1,1,0,0,0,0
221,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'cruise speed' <= 36.77; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'image resolution' > 58.97; b'firm obstacle' = 1.0; b'obstacle size' <= 75.32; b'image resolution' > 58.97; b'cruise speed' <= 57.30; 38.48 < b'controls responsiveness' <= 81.26,3,1,1,0,0,1,1,1,1
222,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'cruise speed' <= 36.77; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; 18.23 < b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; b'obstacle distance' > 51.10; b'controls responsiveness' > 81.26; b'firm obstacle' = 1.0; b'controls responsiveness' > 38.48; 26.12 < b'obstacle size' <= 75.32; b'image resolution' > 58.97,3,1,1,0,0,1,1,1,1
223,22.73 < b'smoke intensity' <= 45.55; b'illuminance' > 79.46; b'obstacle size' > 26.12; b'power' > 31.00; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79; b'power' > 31.00,2,1,1,1,1,0,0,0,0
224,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 45.55; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'illuminance' > 79.46; b'controls responsiveness' > 60.79; b'image resolution' > 36.34; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'image resolution' > 36.34; b'illuminance' > 36.76,3,1,1,0,0,1,1,1,1
226,b'firm obstacle' = 1.0; b'smoke intensity' <= 45.55; b'obstacle size' > 26.12; b'power' > 76.75; b'cruise speed' <= 36.77; b'controls responsiveness' > 38.48; 58.97 < b'image resolution' <= 80.15; b'obstacle size' > 26.12; b'smoke intensity' <= 22.73; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 50.21; 38.48 < b'controls responsiveness' <= 60.79; 36.34 < b'image resolution' <= 80.15; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'controls responsiveness' > 38.48; b'cruise speed' <= 36.77; b'power' > 31.00,4,1,1,1,1,1,1,1,1
231,b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'illuminance' > 79.46; 51.10 < b'obstacle distance' <= 72.25; b'cruise speed' <= 18.23; b'controls responsiveness' > 38.48; b'illuminance' > 79.46; b'image resolution' > 80.15; b'obstacle distance' > 30.09; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; b'cruise speed' <= 36.77; b'obstacle distance' > 30.09; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 50.21; b'cruise speed' <= 57.30,4,1,1,1,1,1,1,1,1
232,b'smoke intensity' <= 45.55; b'illuminance' > 56.79; 26.12 < b'obstacle size' <= 75.32; 18.23 < b'cruise speed' <= 36.77; 30.09 < b'obstacle distance' <= 72.25; 53.00 < b'power' <= 76.75; b'controls responsiveness' <= 81.26; b'firm obstacle' = 0.0; b'controls responsiveness' > 60.79; b'cruise speed' <= 36.77; b'power' > 31.00,2,1,1,1,1,0,0,0,0
233,b'smoke intensity' <= 45.55; b'image resolution' > 36.34; b'illuminance' > 36.76; b'obstacle size' > 26.12; b'obstacle distance' <= 30.09; b'cruise speed' <= 36.77; b'firm obstacle' = 0.0; b'cruise speed' <= 18.23; b'controls responsiveness' > 60.79,2,1,1,1,1,0,0,0,0
238,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'cruise speed' <= 57.30; b'illuminance' > 79.46; b'cruise speed' <= 57.30; 60.79 < b'controls responsiveness' <= 81.26; b'illuminance' > 79.46; b'image resolution' > 36.34; b'obstacle distance' > 30.09; b'power' > 31.00; b'obstacle size' <= 75.32; b'firm obstacle' = 1.0; 26.12 < b'obstacle size' <= 75.32; b'controls responsiveness' > 38.48; b'obstacle distance' > 72.25; b'firm obstacle' = 1.0; b'controls responsiveness' > 60.79; b'obstacle size' <= 75.32; b'illuminance' > 79.46; b'cruise speed' <= 57.30,4,1,0,1,1,1,1,1,1
239,b'firm obstacle' = 1.0; b'obstacle size' > 50.21; b'smoke intensity' <= 67.44; b'firm obstacle' = 1.0; b'cruise speed' <= 36.77; b'obstacle size' <= 75.32; 30.09 < b'obstacle distance' <= 72.25; b'power' > 53.00; b'image resolution' > 58.97; b'smoke intensity' <= 45.55,2,1,1,0,0,1,1,0,0
240,b'firm obstacle' = 1.0; b'obstacle size' > 26.12; b'smoke intensity' <= 67.44; b'illuminance' > 36.76; b'firm obstacle' = 1.0; b'obstacle size' <= 50.21; 58.97 < b'image resolution' <= 80.15; b'illuminance' > 36.76; b'power' > 31.00; b'obstacle distance' <= 72.25,2,1,1,0,0,0,0,1,1
